business_unit,period,revenue_actual,revenue_budget,revenue_forecast,revenue_prior_year,operating_expense_actual,operating_expense_budget,operating_expense_forecast,operating_expense_prior_year,credit_provision_actual,credit_provision_budget,credit_provision_forecast,credit_provision_prior_year,adjusted_profit_actual,adjusted_profit_budget,adjusted_profit_forecast,adjusted_profit_prior_year,cost_to_income_ratio_actual,cost_to_income_ratio_budget,cost_to_income_ratio_forecast,cost_to_income_ratio_prior_year,profit_margin_actual,profit_margin_budget,profit_margin_forecast,profit_margin_prior_year,loan_to_deposit_ratio_actual,loan_to_deposit_ratio_budget,loan_to_deposit_ratio_forecast,loan_to_deposit_ratio_prior_year,npl_ratio_actual,npl_ratio_budget,npl_ratio_forecast,npl_ratio_prior_year,advisory_mix_actual,advisory_mix_budget,advisory_mix_forecast,advisory_mix_prior_year,underwriting_mix_actual,underwriting_mix_budget,underwriting_mix_forecast,underwriting_mix_prior_year,trading_mix_actual,trading_mix_budget,trading_mix_forecast,trading_mix_prior_year,structuring_mix_actual,structuring_mix_budget,structuring_mix_forecast,structuring_mix_prior_year,syndication_mix_actual,syndication_mix_budget,syndication_mix_forecast,syndication_mix_prior_year,revenue_vs_budget,revenue_vs_forecast,revenue_vs_prior_year,operating_expense_vs_budget,operating_expense_vs_forecast,operating_expense_vs_prior_year,credit_provision_vs_budget,credit_provision_vs_forecast,credit_provision_vs_prior_year,adjusted_profit_vs_budget,adjusted_profit_vs_forecast,adjusted_profit_vs_prior_year,revenue_mom,revenue_yoy,t12m_revenue,forecast_accuracy
Commercial Real Estate,2025-04-30,7.792,7.735,7.886,7.266,2.163,2.103,2.135,1.993,0.461,0.456,0.461,0.429,5.167999999999999,5.175999999999999,5.29,4.843999999999999,0.2775924024640657,0.27188106011635427,0.2707329444585341,0.2742912193779246,0.6632443531827514,0.6691661279896572,0.670809028658382,0.6666666666666666,,,,,0.010561297135981758,0.010527246050286314,0.010620367848915516,0.010496724579891769,,,,,,,,,,,,,,,,,,,,,0.00736910148674848,-0.011919857976160323,0.07239196256537295,0.028530670470755873,0.013114754098360668,0.08529854490717496,0.010964912280701764,0.0,0.07459207459207466,-0.0015455950540958284,-0.02306238185255213,0.06688687035507843,,0.07239196256537295,7.792,0.9880801420238396
Commercial Real Estate,2025-05-31,7.97,7.888,7.954,7.429,2.193,2.162,2.163,2.025,0.462,0.459,0.466,0.435,5.3149999999999995,5.267,5.325,4.969,0.2751568381430364,0.2740872210953347,0.2719386472215237,0.2725804280522277,0.6668757841907151,0.6677231237322516,0.6694744782499372,0.66886525777359,,,,,0.010544840142470011,0.010464644917895408,0.010522132573036946,0.010374034987961031,,,,,,,,,,,,,,,,,,,,,0.01039553752535495,0.0020115665074176533,0.07282272176605188,0.014338575393154552,0.013869625520111074,0.08296296296296304,0.006535947712418306,-0.00858369098712447,0.062068965517241434,0.009113347256502593,-0.0018779342723005963,0.0696317166431876,0.02284394250513344,0.07282272176605188,15.762,0.9979884334925824
Commercial Real Estate,2025-06-30,8.051,7.994000000000001,7.96,7.449,2.168,2.187,2.189,2.07,0.467,0.47,0.47,0.436,5.416,5.337000000000001,5.301,4.943,0.2692833188423798,0.27358018513885407,0.275,0.2778896496173983,0.6727114644143585,0.6676257192894671,0.6659547738693468,0.66357900389314,,,,,0.010453893096873081,0.010459453168826731,0.010432656087992766,0.010542026380609394,,,,,,,,,,,,,,,,,,,,,0.007130347760820552,0.011432160804020125,0.08081621694187144,-0.008687700045724594,-0.009593421653723119,0.04734299516908228,-0.006382978723404143,-0.006382978723404143,0.07110091743119272,0.01480232340266062,0.021694019996227165,0.09569087598624333,0.01016311166875794,0.08081621694187144,23.813,0.9885678391959799
Commercial Real Estate,2025-07-31,8.065,7.993,7.979,7.61,2.211,2.168,2.194,2.068,0.468,0.466,0.466,0.444,5.385999999999999,5.359,5.319,5.098,0.2741475511469312,0.27123733266608285,0.2749718009775661,0.27174770039421814,0.6678239305641661,0.6704616539472038,0.666624890337135,0.6699080157687253,,,,,0.01063619511895374,0.010519624158853871,0.010504054087561679,0.010397947066387145,,,,,,,,,,,,,,,,,,,,,0.009007881896659473,0.010778293019175262,0.059789750328515,0.019833948339483258,0.007748404740200504,0.06914893617021266,0.004291845493562235,0.004291845493562235,0.0540540540540541,0.005038253405485958,0.012596352697875405,0.056492742251863355,0.0017389144205688378,0.059789750328515,31.878,0.9892217069808248
Commercial Real Estate,2025-08-31,8.033,7.952,7.989,7.532,2.193,2.196,2.176,2.065,0.465,0.463,0.468,0.444,5.375,5.293,5.345,5.023000000000001,0.2729988796215611,0.2761569416498994,0.27237451495806736,0.27416356877323417,0.6691149010332379,0.6656187122736419,0.6690449367880836,0.6668879447689857,,,,,0.010497268491916904,0.010606454869978606,0.010533890302388013,0.010525826372820906,,,,,,,,,,,,,,,,,,,,,0.010186116700201147,0.0055075729127549876,0.06651619755708968,-0.0013661202185792866,0.007812499999999956,0.061985472154963736,0.004319654427645792,-0.006410256410256415,0.04729729729729734,0.015492159455885102,0.005612722170252619,0.07007764284292244,-0.003967761934283942,0.06651619755708968,39.911,0.9944924270872451
Commercial Real Estate,2025-09-30,8.033,7.870000000000001,7.883,7.513,2.16,2.165,2.146,2.016,0.472,0.458,0.459,0.436,5.401,5.247000000000001,5.2780000000000005,5.061,0.26889082534545006,0.27509529860228715,0.2722313839908664,0.2683348861972581,0.6723515498568405,0.6667090216010165,0.669542052518077,0.6736323705577,,,,,0.01044209447378033,0.010440731975913211,0.010435247023686067,0.010498279523955512,,,,,,,,,,,,,,,,,,,,,0.020711562897077315,0.019028288722567482,0.06921336350326096,-0.002309468822170851,0.006523765144454909,0.0714285714285715,0.030567685589519555,0.02832244008714587,0.08256880733944949,0.029350104821802746,0.023304281924971453,0.06718039913060657,0.0,0.06921336350326096,47.943999999999996,0.9809717112774325
Commercial Real Estate,2025-10-31,7.91,7.777,7.795,7.436,2.15,2.132,2.133,2.025,0.461,0.454,0.455,0.429,5.2989999999999995,5.191,5.207,4.981999999999999,0.2718078381795196,0.27414169988427417,0.27363694676074407,0.2723238300161377,0.6699115044247786,0.6674810338176674,0.6679923027581783,0.6699838622915545,,,,,0.010436206539385892,0.010469462126084962,0.010451180550144159,0.010291829324888757,,,,,,,,,,,,,,,,,,,,,0.017101710171017102,0.014753046824887777,0.063743948359333,0.008442776735459566,0.007969995311767418,0.0617283950617284,0.015418502202643186,0.013186813186813197,0.07459207459207466,0.020805239838181402,0.017668523141924262,0.06362906463267769,-0.015311838665504673,0.063743948359333,55.854,0.9852469531751122
Commercial Real Estate,2025-11-30,7.858,7.7010000000000005,7.761,7.319,2.139,2.106,2.137,2.033,0.458,0.457,0.452,0.43,5.260999999999999,5.138000000000001,5.172000000000001,4.856,0.27220666836345125,0.2734709777950915,0.27535111454709443,0.2777701871840415,0.6695087808602698,0.6671860797299053,0.6664089679165057,0.663478617297445,,,,,0.010522061787366713,0.01036219236993265,0.010486985876955655,0.010402007076970208,,,,,,,,,,,,,,,,,,,,,0.0203869627321126,0.012498389382811432,0.07364394042902032,0.015669515669515632,0.0009358914365932521,0.0521396950319724,0.0021881838074398266,0.013274336283185853,0.0651162790697675,0.023939275982872408,0.01720804331013121,0.08340197693574945,-0.006573957016434928,0.07364394042902032,63.711999999999996,0.9875016106171886
Commercial Real Estate,2025-12-31,7.865,7.661,7.793,7.365,2.152,2.137,2.141,2.013,0.461,0.45,0.454,0.434,5.252,5.073999999999999,5.198,4.918,0.27361729179911,0.2789453074011226,0.2747337354035673,0.2733197556008146,0.6677685950413222,0.6623156245920897,0.6670088540998332,0.6677528852681602,,,,,0.010495043009526606,0.010349481655326119,0.010414634480707723,0.010375096202448406,,,,,,,,,,,,,,,,,,,,,0.026628377496410473,0.009239060695495967,0.06788866259334692,0.007019185774450222,0.00513778608127049,0.06905116741182327,0.024444444444444467,0.015418502202643186,0.06221198156682033,0.035080804099330086,0.010388611004232277,0.06791378609190721,0.0008908119114279245,0.06788866259334692,71.577,0.990760939304504
Commercial Real Estate,2026-01-31,7.885,7.797,7.880000000000001,7.383,2.191,2.115,2.156,2.041,0.469,0.46,0.462,0.428,5.225,5.2219999999999995,5.2620000000000005,4.914000000000001,0.2778693722257451,0.27125817622162374,0.2736040609137056,0.27644588920493024,0.6626506024096386,0.6697447736308836,0.667766497461929,0.6655830963023162,,,,,0.010427766626190535,0.010462968611620074,0.010460494795353934,0.010268191688956716,,,,,,,,,,,,,,,,,,,,,0.011286392202129035,0.0006345177664973357,0.06799404036299604,0.03593380614657192,0.016233766233766093,0.07349338559529638,0.019565217391304245,0.015151515151515044,0.09579439252336444,0.0005744925315971111,-0.007031546940327025,0.06328856328856308,0.002542911633820699,0.06799404036299604,79.462,0.9993654822335026
Commercial Real Estate,2026-02-28,8.051,7.896,7.971,7.460500000000001,2.217,2.143,2.158,2.04,0.472,0.461,0.47,0.435,5.362,5.292,5.343000000000001,4.985500000000001,0.27536951931437087,0.271403242147923,0.2707314013298206,0.2734401179545607,0.6660042230778785,0.6702127659574468,0.6703048550997367,0.6682527980698345,,,,,0.010304503526638422,0.010406840064088166,0.010293121834718049,0.010448647758908188,,,,,,,,,,,,,,,,,,,,,0.01963019250253296,0.010036381884330708,0.07915019100596468,0.0345310312645825,0.02734012974976838,0.08676470588235297,0.02386117136659426,0.004255319148936175,0.08505747126436776,0.013227513227513282,0.003556054650945019,0.07551900511483284,0.021052631578947434,0.07915019100596468,87.513,0.9899636181156692
Commercial Real Estate,2026-03-31,8.187000000000001,7.994,8.057,7.561999999999999,2.244,2.196,2.202,2.064,0.472,0.472,0.477,0.445,5.471000000000002,5.3260000000000005,5.378,5.052999999999999,0.27409307438622205,0.2747060295221416,0.2733027181333002,0.2729436656969056,0.668254549896177,0.6662496872654492,0.667494104505399,0.6682094683946045,,,,,0.01025400806603834,0.0101725705727726,0.010403343445101177,0.010320620284995809,,,,,,,,,,,,,,,,,,,,,0.02414310733049805,0.01613503785528122,0.08265009256810392,0.021857923497267777,0.019073569482288947,0.08720930232558147,0.0,-0.010482180293501057,0.06067415730337072,0.027224934284641632,0.01729267385645254,0.08272313477142348,0.016892311514097758,0.08265009256810392,95.7,0.9838649621447187
Commercial Real Estate,2026-04-30,8.285,8.157,8.192,7.612,2.242,2.192,2.211,2.079,0.526,0.525,0.525,0.486,5.517,5.4399999999999995,5.4559999999999995,5.047,0.27060953530476767,0.2687262473948756,0.2698974609375,0.27312138728323704,0.6659022329511165,0.6669118548485963,0.6660156249999999,0.6630320546505517,,,,,0.010673668093948162,0.010792947143513249,0.010669191048557574,0.01039602250063601,,,,,,,,,,,,,,,,,,,,,0.015692043643496398,0.011352539062499997,0.08841303205465055,0.022810218978102106,0.014020805065581248,0.07840307840307831,0.0019047619047619063,0.0019047619047619063,0.08230452674897126,0.014154411764706038,0.011180351906158511,0.0931246284921737,0.011970196653230625,0.08841303205465055,96.193,0.9886474609375
Commercial Real Estate,2026-05-31,8.354,8.179,8.35,7.674,2.274,2.235,2.258,2.088,0.574,0.575,0.527,0.536,5.505999999999999,5.369000000000001,5.5649999999999995,5.050000000000001,0.2722049317692124,0.27326078982760726,0.2704191616766467,0.2720875684128225,0.6590854680392626,0.6564372172637243,0.6664670658682634,0.6580661975501695,,,,,0.010985357474337485,0.011027784191940511,0.010952743344912594,0.011029976760626113,,,,,,,,,,,,,,,,,,,,,0.021396258711333774,0.0004790419161676119,0.08861089392754741,0.01744966442953027,0.007085916740478306,0.08908045977011492,-0.0017391304347826103,0.08918406072106248,0.07089552238805956,0.025516856025330353,-0.01060197663971252,0.09029702970297002,0.008328304164151978,0.08861089392754741,96.577,0.9995209580838323
Commercial Real Estate,2026-06-30,8.429,8.289,8.302,7.648,2.249,2.244,2.242,2.066,0.623,0.62,0.569,0.572,5.5569999999999995,5.425,5.491,5.01,0.2668169415114486,0.27072023163228376,0.2700554083353409,0.27013598326359833,0.6592715624629255,0.6544818434069248,0.6614068899060467,0.6550732217573222,,,,,0.011209826316478586,0.011375654975881406,0.011256533659863581,0.011326369770747463,,,,,,,,,,,,,,,,,,,,,0.01688985402340458,0.015297518670200032,0.10211820083682016,0.0022281639928698276,0.003122212310437162,0.08857696030977749,0.004838709677419359,0.09490333919156424,0.08916083916083925,0.024331797235022982,0.012019668548533936,0.10918163672654685,0.008977735216662897,0.10211820083682016,96.955,0.9847024813298
